text,labels
"Using data collected in Canada, the United States, and the United Kingdom, this article examines the determinants of attitudes toward immigrants. In particular, we draw on the literature in social psychology to explore the role of locus of control in promoting more ethnocentric and restrictive attitudes towards immigration. We conceptualize control at three levels: (1) perceptions of individual locus of control (i.e., feeling that one can control one's own circumstances), (2) perceptions of societal control (i.e., feeling that one's country has control over immigration), and (3) perceptions of an outgroup's locus of control (i.e., feeling that an outgroup's social circumstances are attributable to dispositional rather than external factors). Results show that all three measures of control are important predictors of negative attitudes toward immigrants: Those who feel in control (personally or as a society) are less hostile towards immigrants, while those who attribute negative outcomes to immigrants' predispositions are also more hostile. Results also suggest that measures of control are related to, but distinct from, both partisanship and racial prejudice.
",8
"The authors examined the role of sympathy and moral respect in children's overt aggression, and the subtypes of proactive and reactive aggression, in an ethnically diverse sample of 5-, 7-, and 10-year-olds (N = 110). Aggressive behaviors were measured through teacher reports and peer nominations. Sympathy was assessed through teacher reports. Children reported on their moral respect within an interview procedure where they were asked for their feelings of respect toward hypothetical peers who displayed morally relevant behaviors. Results revealed that sympathy and moral respect were both negatively related to overt aggression and to the proactive aggression subtype, but unrelated to the reactive aggression subtype. The authors discuss the implications of the findings in relation to developmental research on the affective antecedents of children's aggressive behavior.
",12
"Many aerosol retrieval algorithms based on the remote sensing technology have been developed and applied to produce aerosol optical depth ( AOD) products for different satellite sensors. The dark target (DT) and deep blue (DB) algorithms are two main MODIS aerosol retrieval algorithms that are suitable for dark or bright areas. The estimation of land surface reflectance (LSR) is necessary to improve the accuracy of AOD retrievals. Therefore, in this paper, a new procedure to improve LSR estimation using MODIS surface reflectance products is developed. A new high-resolutionaerosol retrieval algorithm with a priori LSR database support (HARLS) is proposed. The purpose of this paper is to evaluate the spatial adaptability of different MODIS AOD products produced by the above three algorithms. The Beijing-Tianjin-Hebei (Jing-Jin-Ji) region, which features complex surface structures and serious air pollution, was chosen as the study area, and the different AOD products are validated using aerosol robotic network (AERONET) AOD ground measurements from four stations located in dark and bright areas. Comparedwith the DT retrievals (R approximate to 0.88 -0.95), the C6 DB AOD retrievals yield a stronger correlation (R approximate to 0.94 - 0.97) with AERONET AOD and lower RMSE, MRE and MAE values, resulting in approximately 20%-30% less average overestimation. The C6 DT& DBAODresults showa retrieval quality (R approximate to 0.93 - 0.97) similar to that of DB, with approximately 50%-70% of the collections falling within the expected error (EE). Moreover, DT& DB is much better than DT, with more than approximately 10%-20% of the collections falling within the EE. However, HARLS achieves a high correlation (R approximate to 0.93 - 0.96) with the AERONET AODs, with low RMSE (approximate to 0.118 - 0.128) andMAE (approximate to 0.09 - 0.12) and small offsets (intercept approximate to 0.00 -0.04). HARLS retrievals exhibited 7%-8% less uncertainty than the C6 DB retrievals, 37%-38% less uncertainty than the C6 DT& DB retrievals, and 39%-44% less uncertainty than the C5 and C6 DT retrievals. HARLS achieves greater accuracy and reliability in AODretrieval, and it is less biased(RMB approximate to 0.90 -1.10) and better overall than the routine MODIS aerosol products over the Jing-Jin-Ji region.
",20
"The development of water-saving cultivation techniques has been attracting increased attention worldwide. A rainwater harvesting system known as ridge-furrow with plastic film mulching (RFPFM) has gradually become a promising cultivation method in semiarid rain-fed ecosystems in China. However, it is not well documented, whether this system can be practiced in a semi-humid region where irrigation is available. Field studies comparing three cultivation patterns (rainfed flat planting as CK, RFPFM, and well-irrigated planting pattern: WI) across two different nitrogen (N) rates and two cultivars were conducted for two consecutive years to assess the potential role of RFPFM in improving the water use efficiency (WUE) of winter wheat in a dry semi-humid region of northwest China. The high soil moisture and favourable temperature during the seedling establishing period in the topsoil under RFPFM practice contributed to the emergence of the seedlings 2 days earlier than for CK. Its superiority, also resulted in longer growth duration but also resulting in earlier spikelet and spike differentiation, thereby increasing the grain number per spike, spike number per m(-2) and wheat yield under RFPFM practice compared with CK. The highest yield of 9.7 t ha(-1) was achieved in WI combined with a higher N application condition. RFPFM practice resulted in up to approximately 74% of the yield of WI treatment with higher N application, while increasing WUE by 53.7% and 46.3% compared with CK and WI practices, respectively. In addition, RFPFM practice, in comparison with CK, increased the N fertilizer productivity and N uptake efficiency by 52.5% and 44.2%, respectively, averaged across others treatment and years. We highly recommend RFPFM practices with the N rate of 75 kg ha(-1) as a water-saving technology and a promising strategy to increase wheat yield and WUE in the current agro-ecosystem of northwest China. (C) 2016 Elsevier B.V. All rights reserved.
",21
"Random Forest (RF) is a widely used classifier to show a good performance of hyperspectral data classification. However, such performance could be improved by increasing the diversity that characterizes the ensemble architecture. In this paper, we propose a novel ensemble approach, namely rotation random forest via kernel principal component analysis (RoRF-KPCA). In particular, the original feature space is first randomly split into several subsets, and KPCA is performed on each subset to extract high order statistics. The obtained feature sets are merged and used as input to an RF classifier. Finally, the results achieved at each step are fused by a majority vote. Experimental analysis is conducted using real hyperspectral remote sensing images to evaluate the performance of the proposed method in comparison with RF, rotation forest, support vector machines, and RoRF-PCA. The obtained results demonstrate the effectiveness of the proposed method.
",20
"Doppler lidars with a high pulse repetition frequency are susceptible to range ambiguities from clouds and other distant targets with large backscatter. These range ambiguities degrade the quality of wind profiles and other calculated or retrieved variables. Here, a technique to detect and remove range-folded returns from the moment observations is proposed and described. A simplified method of removing erroneous wind observations from range-folded returns is also detailed. Through detection and removal of range-folded echoes, the quality and accuracy of wind profiles are shown to improve.
",20
"The optimal design of electrical machines is an important issue in automotive industry in order to reduce cost and volume of the actuator and improve its performances. In this context, the use of compact machines with high power density is preferred and consequently high speed machines where field weakening is required. In addition, a really optimal design requires to dispose sufficiently accurate models of main physical phenomena involved in electromechanical conversion. This models need to be sufficiently fast in order to be suitable with optimization process. An important limitation in the use of internal permanent magnet synchronous machine with distributed windings is temperatures insides the machine especially in the windings and thus the internal losses. At high speed with field weakening operation, iron losses, sensitive to flux densities variation in iron, could be really high because of the high electrical frequency linked to rotor speed and sharp variation of flux density waveforms inside the iron in stator due to the field weakening operation. This study, for the electric machine design, is based on the first harmonic hypothesis, i.e., without harmonic currents. An original and mathematical model has been developed and provides fast and accurate estimation of iron losses particularly in field weakening operation even with machine supplied by sinusoidal currents as described in this paper. It uses a polynomial form of iron losses in function of fundamental electrical frequency and take into account the flux density waveforms in yoke and teeth by use of nonlinear iron coefficients linked to i(d)-i(q) currents. This paper will present the complete method calculating the iron coefficients from a nonlinear magnetic nodal network of the machine. A detailed study of local flux density waveform and harmonic content in yoke and teeth will be provided for two particular operating points: at maximal power without field weakening and at maximal power at maximal speed. These two points require accurate estimation in an optimal design of electrical machine. In addition, the local iron coefficients in teeth and yoke per volume unit will be provided in order to study the local evolution of iron losses in field weakening operation. It will show that iron losses do not follow the same evolution in the yoke and the teeth by the fact that the flux density distribution in teeth is more sensitive to the field weakening. An application of this model will be provided for the calculation of iron losses on whole operating space for a specific machine. A comparison will be provided between the fast model and finite elements approach. (C) 2016 International Association for Mathematics and Computers in Simulation (IMACS). Published by Elsevier B.V. All rights reserved.
",16
"The eastern hognose snake (Heterodon platirhinos) is a species of conservation concern, especially in the northeastern portion of its range. They remain relatively common at Cape Cod National Seashore, Barnstable County, Massachusetts, USA, where we studied their spatial ecology and habitat selection. We radio-tracked 17 adult snakes (10 F, 7 M) from May 2009 to November 2011, yielding 765 relocations. We conducted a use-availability analysis to investigate patterns of microhabitat selection using a subset of snake locations. We conducted a compositional analysis of habitat selection at multiple spatial scales within home ranges using a high-resolution (1-m pixel size) vegetation cover map of the study area. Snakes moved frequently and had large home ranges (x = 35.4 ha) relative to other snake species of similar body size but exhibited variation in home range size among individuals (1- 209 ha). Movements peaked at different times of year for each sex, and were most different between sexes in fall. In gravid females, movement was significantly greater in the 2-week post-oviposition period versus the 2-week pre-oviposition period. Estimates of home range and average daily movements (x = 30.1 m/day) were lower than estimates from other studies of eastern hognose snakes, possibly because of a greater density of resources at our study area. Probability of snake habitat use increased with grass and leaf litter and decreased with open soil. Compositional analysis revealed a strong avoidance of open dune areas. A comparison of edge density between use and random locations within home ranges revealed an apparent preference for edge habitat. We recommend that resource managers should limit recreational disturbance to and maintain the patchy mosaic of early successional vegetation with abundant edge to ensure the persistence of appropriate habitat for the species. We identified the timing of peak seasonal movements and recommend that this information be used to help prevent road mortality for this important population. (C) 2017 The Wildlife Society.
",20
"Some norbenzomorphans exhibit high affinity for sigma 1 and sigma 2 receptors, and varying the position of substituents on the aromatic ring of this scaffold has a significant effect on subtype selectivity. In particular, compounds bearing several different substituents at C7 of the norbenzomorphan ring system exhibit a general preference for the sigma 1 receptor, whereas the corresponding C8-substituted analogues preferentially bind at the sigma 2 receptor. These findings suggest that the norbenzomorphan scaffold may be a unique chemical template that can be easily tuned to prepare small molecules for use as tool compounds to study the specific biological effects arising from preferential binding at either sigma receptor subtype. In the absence of structural characterization data for the sigma 2 receptor, such compounds will be useful toward refining the pharmacophore model of its binding site.
",25
"In this paper, we present a complete overview of Ambient Intelligence (AmI) focused in its applications, considering the involved domain and technologies. The applications include AmI at home, care of elderly and people with disabilities, healthcare, education, business, public services, leisure and entertainment. The aim of this survey of AmI's applications is to show its socials and ethical implications and specially privacy issues. Intelligent Environments (IE) collect and process a massive amount of person-related and sensitive data. These data must ensure privacy of the users. An important concern in AmI's applications is privacy. Addressing design by privacy, an important challenge to consider is the development of an architecture that includes the different privacy policies and how can we fusion them in a specific application domain. Ensuring privacy in Intelligent Environments is a difficult problem to solve, as there are different perceptions of privacy and its role in computing for each user. In the so called 'design by privacy' we have to identify the relevant design issues that should be addressed for its developing. Here we present an approach to the dimensions to consider, in order to provide privacy in the design of Ambient Intelligence's applications.
",18
"The recent TAU computer-aided design (CAD) contest has aimed to seek novel ideas for accurate and fast common path pessimism removal (CPPR). Unnecessary pessimism forces the static timing analysis tool to report worse violation than the true timing properties owned by physical circuits, thereby misleading signoff timing into a lower clock frequency at which circuits can operate than actual silicon implementations. Therefore, we introduce in this paper UI-Timer 1.0, a powerful CPPR algorithm which achieves high accuracy and ultrafast runtime. Unlike existing approaches which are dominated by explicit path search, UI-Timer 1.0 proves that by implicit path representation the amount of search effort can be significantly reduced. Our timer is superior in both space and time saving, from which memory storage and important timing quantities are available in constant space and constant time per path during the search. Experimental results on industrial benchmarks released from TAU 2014 CAD contest have justified that UI-Timer 1.0 achieved the best result in terms of accuracy and runtime over existing CPPR algorithms.
",13
"Amphibians, as the first terrestrial vertebrates, offer a window into early major histocompatibility complex (MHC) evolution. We characterized the MHC class I of two Korean amphibians, the Asiatic toad (Bufo gargarizans) and the Japanese tree frog (Hyla japonica). We found at least four transcribed MHC class I (MHC I) loci, the highest number confirmed in any anuran to date. Furthermore, we identified MHC I transcripts in terrestrial adults, and possibly in aquatic larvae, of both species. We conducted a phylogenetic analysis based on MHC I sequence data and found that B. gargarizans and H. japonica cluster together in the superfamily Nobleobatrachia. We further identified three supertypes shared by the two species. Our results reveal substantial variation in the number of MHC I loci in anurans and suggest that certain supertypes have particular physiochemical properties that may confer pathogen resistance. (C) 2016 Elsevier Ltd. All rights reserved.
",32
"End-to-end learning machines enable a direct mapping from the raw input data to the desired outputs, eliminating the need for hand-crafted features. Despite less engineering effort than the hand-crafted counterparts, these learning machines achieve extremely good results for many computer vision and medical image analysis tasks. Two dominant classes of end-to-end learning machines are massive-training artificial neural networks (MTANNs) and convolutional neural networks (CNNs). Although MTANNs have been actively used for a number of medical image analysis tasks over the past two decades, CNNs have recently gained popularity in the field of medical imaging. In this study, we have compared these two successful learning machines both experimentally and theoretically. For that purpose, we considered two well-studied topics in the field of medical image analysis: detection of lung nodules and distinction between benign and malignant lung nodules in computed tomography (CT). For a thorough analysis, we used 2 optimized MTANN architectures and 4 distinct CNN architectures that have different depths. Our experiments demonstrated that the performance of MTANNs was substantially higher than that of CNN when using only limited training data. With a larger training dataset, the performance gap became less evident even though the margin was still significant. Specifically, for nodule detection, MTANNs generated 2.7 false positives per patient at 100% sensitivity, which was significantly (p < 0.05) lower than the best performing CNN model with 22.7 false positives per patient at the same level of sensitivity. For nodule classification, MTANNs yielded an area under the receiver-operating-characteristic curve (AUC) of 0.8806 (95% CI: 0.8389-0.9223), which was significantly (p < 0.05) greater than the best performing CNN model with an AUC of 0.7755 (95% CI: 0.7120-0.8270). Thus, with limited training data, MTANNs would be a suitable end-to-end machine-learning model for detection and classification of focal lesions that do not require high-level semantic features.
",0
"This work presents a project of teaching innovation on the subject Technology of Manufacturing that has been developed for the last five years. The objective is to stimulate students for training through a self-evaluation system based on e-learning tools, in agreement with the guidelines of the European Higher Education Area (EHEA). The system includes a methodology to perform a series of evaluations about theoretical and practical knowledge which allows the student self-learning. The data obtained with the proposed system are analyzed and the effect on student results is discussed. The evolution in time of the student grades, their involvement and satisfaction with the project, and its influence in their final score are presented.
",15
"A 10-week course was designed with funding from the Society of Manufacturing Engineers (SME) and input from industry representatives, to offer upper division engineering students a course on advanced automation. The objective was to provide engineering students theoretical and hands-on practical experience with automation technologies that will be of prime importance over the next decade: data acquisition and instrumentation, machine vision and motion control. This paper describes the machine vision portion of that class. It describes important concepts, hands-on equipment, and labs developed for this course, as well as examples of student projects from Spring Quarter, 2004. The course and laboratory materials were evaluated for learning effectiveness and technical content, which are included in this paper.
",15
"The cognitive load placed on users by both the proactive and spontaneous provisioning of service functionality and by the physical activities performed in ambient intelligence environments can lead to the depletion of their mental resources. This paper demonstrates how burdening the inappropriate selection of service functionality can be for users by conducting a semi-naturalistic and controlled user test to investigate the significance of the cognitive resource depletion problem in specific ambient intelligence environments. A dynamic service binding and scheduling mechanism is provided based on different types of interference and on mental resources and their demand requirements. A technical evaluation is conducted by simulating the mechanism over a set of various abstract service compositions, making use of real datasets of user interactions with diverse HCI services and daily physical activities. The results show that this mechanism ensures less cognitively taxing, unobtrusive service composition provisioning.
",18
"Biomarkers for the diagnosis of Alzheimer's disease (AD) are not yet validated for use in clinical settings. We aim to provide a methodological framework for their systematic validation, by reference to that developed for oncology biomarkers. As for this discipline, the steps for the systematic validation of AD biomarkers need to target analytical validity, clinical validity, and clinical utility. However, the premises are different from oncology: the nature of disease (neurodegeneration vs. cancer), the purpose (improve diagnosis in clinically affected vs. screening preclinical individuals), and the target population (mild cognitive impairment patients referring to memory clinics vs. general population) lead to important differences, influencing both the design of validation studies and the use of selected biomarkers. This framework is applied within a wider initiative to assess the current available evidence on the clinical validity of biomarkers for AD, for the final aim to identify gaps and research priorities, and to inform coordinated research efforts boosting AD biomarkers research. (C) 2017 Elsevier Inc. All rights reserved.
",25
"Studies in a variety of species have reported enhanced prosocial effects after an acute administration of the neuromodulating hormone, oxytocin (OT). Although the exact mechanisms underlying these effects are not fully understood, there is broad interest in developing OT into a treatment for social deficits. Only a few studies, however, have examined the effects of OT if given repeatedly during early development, the period when early intervention is likely to have the greatest benefits for reversing the progression towards social impairment. Those studies, exclusively in rodents, report mixed results. Some have shown enhancement of prosocial behavior, including increased social exploration, but others have shown antisocial effects, including increased aggression. In the present study, infant rhesus macaques were treated with a high-frequency (3 x per week) or low-frequency (1 x per week) dose of intranasal oxytocin (IN-OT) or placebo (IN-saline) between two and six months of age, after which their reactions to dynamic facial expressions (neutral, lipsmacking and threats) were measured. Results showed that IN-OT, compared to placebo, increased the time monkeys spent viewing the expression videos, but selectively reduced attention to the eyes in neutral faces in a dose dependent manner. The mechanism for this non-prosocial effect may be that repeated IN-OT administration down-regulates the expression of OT receptors in brain regions important for regulating social attention. Consequently, our results raise questions about the efficacy of implementing chronic IN-OT as a pharmacotherapy for the treatment of social deficits, particularly if given early in development. More work is needed, not only to identify optimal treatment schedules, but also to understand how IN-OT exerts its influences on the brain and behavior. (C) 2016 Elsevier Ltd. All rights reserved.
",12
"We evaluated the accuracy of peer ratings of roommates' personality characteristics, against roommate self-ratings, as a function of rating domain observability. Instead of the usual ratings of broad personality traits, however, our domains represented peer ratings of narrow exemplars of personality traits. Specifically, we compared roommate ratings on (a) observable trait-related behaviors with (b) unobservable trait-related attitudes or beliefs. We observed greater self-peer agreement in rating behaviors, in general, than in rating beliefs. We also observed greater tendency of raters to adopt an assumed similarity heuristic when judging their roommates' attitudes and beliefs than their behaviors. We discuss the contribution of these findings to understanding the determinants of accuracy in personality judgments and developing best practices for personality assessment. (C) 2014 Elsevier Inc. All rights reserved.
",10
"Retinal pigmented epithelium (RPE), the outermost layer of the retina, has a key role in maintaining retinal cells' functions. Severity of the culture of RPE cells has exerted many limitations to both in vitro and in vivo studies and its therapeutic applications. Therefore, establishment of RPE cell lines with high proliferative potential can considerably improve study of RPE cell biology. Here we report generation of a spontaneously immortalized murine RPE cell line in primary mouse RPE cell culture. Founded colonized cells were picked up and expression of RPE and retinal progenitor cells' (RPC) markers were studied using immunocytochemistry (ICC). Emerged cells cultured over 35 passages and population doubling times in different serum concentrations were calculated. We also investigated the ability of cells for becoming transfected by calcium-phosphate method and for becoming infected by adeno-associated virus serotype 2 (AAV2) using flow cytometry. Data showed that the cobblestone constituent cells expressed RPE65, cytokeratin and 201 and moreover several progenitor markers such as Pax6, Sox2, Nestin and Chx10. It revealed that, despite primary RPE cells, the newly emerged cells were easily transfectable and were highly infectable when compared with HEK293T cells. Our data indicated that the emerged mouse RPE cell line pretended RPC-like phenotype and also simultaneously expressed RPE markers. It would be a promising model for leading studies on RPE and RPC cells and substantially confirmed the great RPE plasticity and its invaluable potential in research studies. (C) 2016 Elsevier Inc. All rights reserved.
",29
"We present a bit-string quantum oblivious transfer protocol based on single-qubit rotations. Our protocol is built upon a previously proposed quantum public-key protocol and its practical security relies on the laws of Quantum Mechanics. Practical security is reflected in the fact that, due to technological limitations, the receiver (Bob) of the transferred bit-string is restricted to performing only 'few-qubit' coherent measurements. We also present a single-bit oblivious transfer based on the proposed bit-string protocol. The protocol can be implemented with current technology based on optics.
",3
"This paper presents the development, implementation and evaluation of an online tool for personalized mobile learning of engineering graphics. The online tool is designed to support the widespread mobile operating systems, such as Android, iOS, Windows 10 Mobile, as well as to be interactive and to enable learning by doing''. The framework for the developed tool includes Dropbox, as the file storage application, and AutoCAD 360, as an interactive CAD application with various tools for drawing. The study was conducted on a sample of 30 undergraduate students. The students were divided into the experimental group, using the developed online tool for personalized mobile learning, and the control group, using traditional learning tools. A statistical analysis of both samples was carried out in order to study the effectiveness of this online tool in the learning process. The results of the final test showed that the students from the experimental group were more successful than the students from the control group. Therefore, the use of the developed online tool for personalized mobile learning of engineering graphics can be considered an improvement in the teaching of engineering graphics.
",4
"This special feature results from the symposium 'Ants 2016: ant interactions with their biotic environments' held in Munich in May 2016 and deals with the interactions between ants and other insects, plants, microbes and fungi, studied at micro- and macroevolutionary levels with a wide range of approaches, from field ecology to next-generation sequencing, chemical ecology and molecular genetics. In this paper, we review key aspects of these biotic interactions to provide background information for the papers of this special feature. After listing the major types of biotic interactions that ants engage in, we present a brief overview of ant/ant communication, ant/plant interactions, ant/fungus symbioses, and recent insights about ants and their endosymbionts. Using a large molecular clock-dated Formicidae phylogeny, we map the evolutionary origins of different ant clades' interactions with plants, fungi and hemiptera. Ants' biotic interactions provide ideal systems to address fundamental ecological and evolutionary questions about mutualism, coevolution, adaptation and animal communication.
",32
"A novel nonparametric system identification (SI) algorithm is described, focusing on PID-based control loops for buck converters with effective series resistance (ESR) in the output filter. Dithering amplification effects on the control path are exploited during the steady-state converter operation. The noise injected is used to stimulate the loop reaction and to identify the output filter configuration. Oversampling-dithering features of third-order Delta Sigma modulators are used to increase the DPWM resolution during the converter nominal operation and, moreover, as the core key to compute the SI algorithm. A modified structure of a noise shaper is used to handle the resolution of the SI algorithm over a range of the desired frequencies during the nonparametric identification. The SI algorithm comprises two steps: the first processing step extracts the resonant frequency, and the second extracts the ESR zero from the power spectrum density computation of the control feedback error. The SI method has been validated with different buck converter configurations, and has successfully been integrated and measured into a digitally controlled buck converters prototype for automotive safety application.
",7
"The Passive Moderator Cooling System (PMCS) of the Advanced Heavy Water Reactor is designed to remove heat from the moderator passively in case of an extended station black out condition (SBO). The hot heavy-water moderator inside the Calandria rises upward due to buoyancy, cooled in a shell and tube heat exchanger (located within the loop) and returns back to the Calandria, completing a natural circulation loop. The heat exchanger, in turn, is cooled by water from a Gravity Driven Water Pool (GDWP); forming a second loop. This coupled natural circulation loop system provides sufficient cooling to prevent the increase of moderator temperature inside the Calandria vessel beyond safe limits during SBO. The feasibility of such a system should be assessed before it is implemented in the reactor. Thus, a scaled test facility was set up to simulate the thermal hydraulic characteristics of the PMCS. A set of time varying power experiments were performed, which capture the flow initiation from rest phenomena and the multidimensional natural convection flow in a coupled natural circulation system. Next, the experimental geometry was simulated using the three-dimensional computational fluid dynamics code (OpenFoam 2.2.0), which predicted temperature and flow distribution inside the system. The CFD results agree well with the experimental data within +/- 6%. The flow initiation phenomena shows that the initial flow generated recirculates within the Calandria, after similar to 900 s the flow is able to come out of the Calandria. The experiments show a time lag between the starting of the primary and secondary loop circulation. This work demonstrates the experimental and computational capability to understand and design an effective Passive Moderator Cooling System. (C) 2016 Elsevier Ltd. All rights reserved.
",14
"To examine the cultural organization of collaboration, 50 U.S. Mexican-heritage sibling pairs (ages 6-11) were videotaped as they participated in a puzzle construction activity. Half were from families with more recent connection with rural practices, and limited schooling (pueblo families) and half from high schooling families (more connection with middle-class practices, higher schooling). Children were given a previously constructed model, parts to construct another, and left alone. Every 10 s coders noted how the siblings coordinated either: jointly engaged, checking-in, solo, or off-task and if collaboration was organized either verbally, nonverbally, or with multiple means. Children from Pueblo families engaged jointly and used nonverbal and multiple means of communication more than children from high schooling families who more often worked solo, were off-task, and used talk to communicate. Results are linked to practices in Indigenous American communities where children's Learning by Observing and Pitching In is common. (C) 2016 Elsevier Ltd. All rights reserved.
",11
"The practice of rainwater harvesting (RWH) is spreading rapidly in urban areas. This article studies the impact of a possible generalization of this practice for municipalities by proposing a new method to quantify the potential for potable water savings (PPWS) by using rainwater harvesting at the urban level. The proposed method is based on the adaptation of an already validated model assessing the PPWS for single buildings and the use of urban databases. Two concepts are introduced: (1) the building type that allows gathering all the buildings sharing common features; and (2) the equivalent building, which is used to assess the PPWS of a set of buildings (of a same building type) as if it were a single building. In the case of the municipality of Colombes (located in the suburbs of Paris), the method shows that the PPWS by using rainwater harvesting represents about 10% of the total potable water consumption: the residential buildings account for 64% of this potential. This method can be applied to other municipalities with a level of acceptable reliability with regard to the means to be implemented in terms of collecting information.
",21
"Past research has shown that individuals low in prejudice think more carefully when information is from or about stigmatized individuals than non-stigmatized individuals. One explanation for this effect is that the heightened scrutiny stems from a motivation to guard against potential prejudice toward stigmatized others (i.e. watchdog motivation). The present research tested a variation of the watchdog hypothesis based on the idea of implicit ambivalence. Specifically, we argue that among individuals low in explicit (i.e., deliberative) prejudice, it is those who are also relatively high in implicit (i.e., automatic) prejudice who will do the most processing in prejudice relevant contexts. The implicit ambivalence framework also makes a novel prediction that individuals who are relatively high in explicit prejudice but low in implicit prejudice would also engage in enhanced information processing. As predicted, people with racial implicit-explicit attitude discrepancies, regardless of the direction of discrepancy, were found to engage in greater of scrutiny of a message about the hiring of Black faculty (study 1), a message about a Black job candidate (study 2), and even when the Black concept was merely primed subliminally prior to reading a race-irrelevant message (study 3). (C) 2016 Elsevier Inc. All rights reserved.
",8
"This paper presents the simulation results of a linear, fully integrated, two-stage digitally programmable 130 nm CMOS power amplifier (PA) operating at 2.4 GHz. Its power stage is composed of a set of amplifying cells which can be enabled or disabled independently by a digital control circuit. All seven operational modes are univocal in terms of 1 dB output compression point (OCP1dB), saturated output power (P-SAT) and power gain at 2.4 GHz. The lowest power mode achieves an 8.1 dBm P-SAT, a 13.5 dB power gain and consumes 171 mW DC power (P-DC) at an OCP1dB of 6 dBm, whereas the highest power mode reaches an 18.9 dBm P-SAT and a 21.1 dB power gain and consumes 415 mW P-DC at an OCP1dB of 18.2 dBm.
",7
"Social projection and self-stereotyping are rival explanations for self-other correspondence, in which people tend to perceive a high degree of similarity between themselves and others. The present research shows that both accounts are correct-that is, that knowledge of the self and knowledge of others are mutually constraining. In Study 1, participants whose self-views were experimentally manipulated revised their judgments of an immediate ingroup. In Study 2, an analogous manipulation of ingroup traits altered participants' self-views. In Study 3, participants who were ascribed a trait readily projected to and stereotyped from their relevant ingroup, but not to or from an outgroup. Finally, Study 4 provides reaction-latency evidence for social projection and self-stereotyping as judgmental processes leading to self-other correspondence. In this task, participants referenced self-knowledge when reaching ingroup-descriptiveness judgments (evidence for social projection) and ingroup knowledge when judging the self (evidence for self-stereotyping). Implications for the debate between protocentric and egocentric accounts of person perception are discussed.
",10
"Purpose of review One of the most important challenges in the intestinal ( ITx) and multivisceral transplant ( MVTx) is to achieve a successful abdominal wall closure. Recent findings A tension-free primary closure should be our aim. In most of the cases, we need to perform a component separation technique, alone or combined, to the use of a synthetic mesh. If those options are not feasible, the abdominal wall composite vascularized allograft transplant ( AW-CVA) utilizing direct orthotopic vascularization can be considered. The nonvascularized abdominal rectus fascia has also become an alternative method used worldwide, proving to be simple and well tolerated procedure. Furthermore, the use of the AW has been recently proposed as a new tool for a sentinel monitoring of the intestinal or pancreas allograft. Summary There are different validated options for abdominal wall closure following intestinal transplantation. The long-term benefits of transplanting the abdominal wall, full or partial thickness and vascularized or nonvascularised, were shown. New developments might help to expand their applications in different areas such as reconstructive surgery and immunology.
",31
"Two vignette studies were conducted in which preadolescent children (Study 1: N = 542; Study 2: N = 137; aged 8-13 years) evaluated the exclusion, for unknown reasons, of an immigrant minority child by a native majority peer (majority interethnic exclusion). Study 1 compared children's evaluations of majority interethnic exclusion with their evaluations of (majority and minority) intraethnic exclusion and minority interethnic exclusion, and Study 2 examined children's underlying explanations. Each study compared ethnic majority and ethnic minority respondents and examined the role of in-group bias for the former. Overall, both ethnic majority and ethnic minority respondents regarded majority interethnic exclusion more negatively than the other exclusion types (majority intraethnic, minority interethnic, and minority intraethnic). All children, but especially older minority respondents, were more likely to reject majority interethnic exclusion if they perceived it to be discriminatory (ethnicity based). Among the majority children, a strong in-group bias was associated with a weaker condemnation of majority interethnic exclusion, but this was not due to a larger tolerance of ethnicity-based discrimination. Biased majority children were also less likely to reject minority intraethnic exclusion, indicating an overall weaker concern for out-group victims. Taken together, the studies show that children are relatively negative about majority (prototypical) interethnic exclusion because it implies the possibility of ethnic discrimination, and they concur with previous evidence for a developmental increase in the awareness of discrimination in ethnic minority youths. (C) 2017 Elsevier Inc. All rights reserved.
",8
"Previous studies have demonstrated that targeting bradykinin receptors is a promising strategy to counteract the cognitive impairment related with aging and Alzheimer's disease (AD). The hippocampus is critical for cognition, and abnormalities in this brain region are linked to the decline in mental ability. Nevertheless, the impact of bradykinin signaling on hippocampal function is unknown. Therefore, we sought to determine the role of hippocampal bradykinin receptors B1R and B2R on the cognitive decline of middle-aged rats. Twelve-month-old rats exhibited impaired ability to acquire and retrieve spatial information in the Morris water maze task. A single intra-hippocampal injection of the selective B1R antagonist des-Arg(9)-[Leu(8)]-bradykinin (DALBK, 3 nmol), but not the selective B2R antagonist D-Arg-[Hyp(3),Thi(5),D-Tic(7),Oic(8)]-BK (Hoe 140, 3 nmol), reversed the spatial learning and memory deficits on these animals. However, both drugs did not affect the cognitive function in 3-month-old rats, suggesting absence of nootropic properties. Molecular biology analysis revealed an up-regulation of B1R expression in the hippocampal CA1 sub-region and in the pre-frontal cortex of 12-month-old rats, whereas no changes in the B2R expression were observed in middle-aged rats. These findings provide new evidence that inappropriate hippocampal B1R expression and activation exert a critical role on the spatial learning and memory deficits in middle-aged rats. Therefore, selective B1R antagonists, especially orally active non-peptide antagonists, may represent drugs of potential interest to counteract the age-related cognitive decline. (C) 2016 Elsevier B.V. All rights reserved.
",28
