text,labels
"Chlamydia trachomatis genital infection is the most common sexually transmitted bacterial disease, causing a significant burden to females due to reproductive dysfunction. Intensive screening and antibiotic treatment are unable to completely prevent female reproductive dysfunction, thus, efforts have become focused on developing a vaccine. A major impediment is identifying a safe and effective adjuvant which induces cluster of differentiation 4 (CD4) cells with attributes capable of halting genital infection and inflammation. Previously, we described a natural nanocapsule called the vault which was engineered to contain major outer membrane protein (MOMP) and was an effective vaccine which significantly reduced early infection and favored development of a cellular immune response in a mouse model. In the current study, we used another chlamydial antigen, a polymorphic membrane protein G-1 (PmpG) peptide, to track antigen-specific cells and evaluate, in depth, the vault vaccine for its protective capacity in the absence of an added adjuvant. We found PmpG-vault immunized mice significantly reduced the genital bacterial burden and histopathologic parameters of inflammation following a C. muridarum challenge. Immunization boosted antigen-specific CD4 cells with a multiple cytokine secretion pattern and reduced the number of inflammatory cells in the genital tract making the vault vaccine platform safe and effective for chlamydial genital infection. We conclude that vaccination with a Chlamydia-vault vaccine boosts antigen-specific immunities that are effective at eradicating infection and preventing reproductive tract inflammation.
",8
"In the present study, we have investigated the effect of (i) ET-I (endothelin-1) and its precursor, big ET-1, on MMP (matrix metal loproteinase)-2 and MMP-9 synthesis and activity in osteosarcoma tissue, and (ii) ET-I receptor antagonists on cell invasion. Using Western blotting, zymography, RT-PCR (reverse transcription-PCR), immunohistochemistry, immunofluorescence and Northern blotting, we have shown that ET-I and ET-I receptors (ETA and ETB) were expressed in these cells. Additionally, we have demonstrated that ET-I markedly induced the synthesis and activity of MMP-2, which was significantly increased when compared with MMP-9. Furthermore, inhibition of NF-kappa B (nuclear factor kappa B) activation blocked MMP-2 production and activity, indicating the involvement of NF-kappa B, a ubiquitous transcription factor playing a central role in the differentiation, proliferation and malignant transformation. Since ET-I acts as an autocrine mediator through gelatinase induction and because inhibition of ETA receptor is beneficial for reducing both basal and ET-I-induced osteosarcoma cell invasion, targeting this receptor could be an attractive therapeutic alternative for the successful treatment of osteosarcoma.
",10
"In this study, a specific and sensitive method for simultaneous detection of human astrovirus, human rotavirus, norovirus, sapovirus and enteric adenovirus associated with acute enteritis was developed, based on the specific dual priming oligonucleotide (DPO) system and the sensitive high-performance liquid chromatography (HPLC) analysis. The DPO system-based multiplex reverse transcription-polymerase chain reaction (RT-PCR) combined with HPLC assay was more sensitive than agarose gel electrophoresis analysis and real-time SYBR Green PCR assay, and showed a specificity of 100% and sensitivity of 96%-100%. The high sensitivity and specificity of the assay indicates its great potential to be a useful tool for the accurate diagnosis of enteric virus infections. (C) 2017 Elsevier B.V. All rights reserved.
",9
"Objective: Cognitive challenges are prominent features of individuals diagnosed with schizophrenia, impairing occupational, social, and economic functioning. These challenges are predictive of social and work outcomes. Cognitive remediation has been shown to be effective in improving both cognitive and social functions. However, cognitive remediation does not produce improvement in all participants. We investigated demographic, neurocognitive, and psychopathological predictors associated with improvement following cognitive remediation interventions in service recipients with severe mental illnesses. Method: One hundred thirty-seven adult participants with a diagnosis of schizophrenia, schizoaffective disorder, or bipolar disorder according to the Diagnostic and Statistical Manual of Mental Disorders (4th ed., text rev.) were enrolled in 12-week cognitive remediation programs. Assessments of demographic and illness variables, together with baseline and end point assessment of psychopathology (Positive and Negative Syndrome Scale [PANSS]), neurocognition (Measurement and Treatment Research to Improve Cognition in Schizophrenia [MATRICS] Consensus Cognitive Battery [MCBB]), and social functions (Personal and Social Performance Scale [PSP]) were conducted. Change in cognitive domains was calculated using the reliable change index. Logistic regression analysis was used to assess predictors of cognitive improvement after the intervention. Results: Sixty-two percent of participants improved on at least 1 of the MCCB domains. Higher baseline speed of processing, attention or vigilance, and working memory predicted a positive response to cognitive remediation. Younger age, higher education level, shorter length of stay, and lower PANSS Negative and Disorganized factors were additional predictors. Conclusions and Implications for Practice: Our results indicate the clinical usefulness of cognitive remediation and identified a pattern of clinical and cognitive predictors of good response to the intervention. Identification of these predictive factors by clinicians may enhance the outcome and aid in the development of individualized rehabilitative cognitive remediation treatment plans.
",3
"A simultaneous bidirectional transceiver over a single wire has been developed in a 65 nm CMOS technology for a command and control bus. The echo signals of the simultaneous bidirectional link are cancelled by controlling the decision level of receiver comparators without power-hungry operational amplifier (op-amp) based circuits. With the clock information embedded in the rising edges of the signals sent from the source side to the sink side, the data is recovered by an open-loop digital circuit with 20 times blind oversampling. The data rate of the simultaneous bidirectional transceiver in each direction is 75 Mbps and therefore the overall signaling bandwidth is 150 Mbps. The measured energy efficiency of the transceiver is 56.7 pJ/b and the bit-error-rate (BER) is less than 10(-12) with 2(7)-1 pseudo-random binary sequence (PRBS) pattern for both signaling directions.
",2
"This paper presents a computationally efficient Raychowdhury compact model for the Schottky barrier (SB) carbon nanotube field-effect transistor (CNTFET). In order to achieve an accurate compact model, shot noise sources is added. Then, for the assessment of the SB on circuit performances, an operational amplifier (Op-Amp) is designed using the SB-CNTFET compact model, and results are compared with a conventional CNTFET.
",2
"Sugarcane grassy shoot (SCGS) disease is associated with the presence of 16SrXI group phytoplasmas that are transmitted by leafhoppers; limited studies have been performed in India toward its natural transmission. To determine the insect vectors that transmit the disease in nature, leafhopper species from SCGS-infected fields at Shahjahanpur, Central Uttar Pradesh, India, were collected and analyzed for phytoplasma presence using nested polymerase chain reaction with phytoplasma-specific primers. An similar to 1.2-kb amplified DNA fragment was detected in nested PCR from the three major leafhopper species, viz. Maiestas portica (Melichar), Exitianus indicus (Ross) and Cofana unimaculata (Signoret), and the symptomatic sugarcane leaves of variety CoS 07250. BLASTn analysis of similar to 1.2-kb 16S rDNA partial sequences obtained from symptomatic sugarcane plants and these leafhoppers revealed 99-100 % sequence identities among themselves and 99 % identity with other reported strains of 'Candidatus Phytoplasma oryzae' (16SrXI group). Phylogenetic analysis of 16S rRNA sequences of SCGS, M. portica, C. unimaculata and E. indicus phytoplasma strains also indicated the closest phylogenetic relationship with those of 'Ca. P. oryzae' group. Transmission tests and population sampling study further confirmed that M. portica and C. unimaculata were vectors of the SCGS phytoplasma from diseased to healthy sugarcane plants. The identification of new vectors of SCGS phytoplasma suggested that these leafhopper species may be responsible for secondary spread of SCGS phytoplasma.
",9
"The paper presents a high-voltage integrated-circuit driver capable of producing analog voltages up to 300 V, using Dalsa's 0.8-mu m HV CMOS/DMOS process, suitable for MEMS and medical systems. The IC driver includes a HV operational amplifier (op-amp) with a class-B output stage, and HV analog switches with improved off-isolation performance. In contrast to previous frequency compensation schemes, where only one dominant pole occurs below the unity-gain bandwidth, the HV op-amp employs a novel frequency compensation topology with three poles and two zeros located within the unity-gain bandwidth, and is capable of driving large capacitive loads from 100 pF to 10 nF. Theoretical analysis of off-isolation of the HV analog switches is also reported and confirms the improvement in off-isolation performance.
",2
"Allatostatins are important regulatory neuropeptides which are widely distributed in invertebrates and execute their functions through either neural or Immoral routes. However, the regulatory mechanism of the gene expression is unclear. In this paper, we report a naturally occurring amisense transcript, named as asMacro-AST A, of the crustacean FGLamide allatostatin gene (Macro-AST A) from the prawn, Macrobrachium rosenbergii. The asMacro-ASTA contains an 843-bp sequence fully complementary to the 3'end of the Macro-ASTA. To our knowledge, this is the first report of a natural antisense transcript in crustacean and the first endogenous antisense transcript of all identified allatostatin genes. Northern blotting analysis demonstrated that the gene was expressed in the thoracic ganglia where the sense gene was also expressed. Furthermore, we have detected a RNA-RNA duplex between the sense-antisense complementary region by using RNasc protection analysis and RT-PCR. These results suggest that the antisense gene may play a role in the regulation of Macro-AST A gene expression. (c) 2006 Elsevier Inc. All rights reserved.
",10
"Chronic social behavior problems after pediatric traumatic brain injury (TBI) significantly contribute to poor quality of life for survivors. Using a well-characterized mouse model of early childhood TBI, we have previously demonstrated that young brain-injured mice develop social deficits by adulthood. As biological sex may influence both normal and aberrant social development, we here evaluated potential sex differences in post-TBI psychosocial deficits by comparing the behavior of male and female mice at adulthood (8 weeks post-injury). Secondly, we hypothesized that pediatric TBI would influence neuronal morphology identified by Golgi-Cox staining in the hippocampus and prefrontal cortex, regions involved in social cognition and behavior, before the onset of social problems (3 weeks post-injury). Morphological analysis of pyramidal neurons in the ipsilateral prefrontal cortex and granule cells of the hippocampal dentate gyrus revealed a reduction in dendritic complexity after pediatric TBI. This was most apparent in TBI males, whereas neurons from females were less affected. At adulthood, consistent with previous studies, TBI males showed deficits in sociability and social recognition. TBI females also showed a reduction in sociability, but intact social recognition and increased sociosexual avoidance. Together, these findings indicate that sex is a determinant of regional neuroplasticity and social outcomes after pediatric TBI. Reduced neuronal complexity in the prefrontal cortex and hippocampus, several weeks after injury in male mice, appears to precede the subsequent emergence of social deficits. Sex-specific alterations in the social brain network are thus implicated as an underlying mechanism of social dysfunction after pediatric TBI. (C) 2016 Elsevier B.V. All rights reserved.
",3
"The X chromosome has played a critical role in the development of sexually selected characteristics for over 300 million years, and during that time it has accumulated a disproportionate number of genes concerned with mental functions. There are relatively specific effects of X-linked genes on social cognition, language, emotional regulation, visuospatial, and numerical skills. Many human X-linked genes outside the X-Y pairing pseudoautosomal regions escape X-inactivation. Dosage differences in the expression of such genes (which constitute at least 15% of the total) are likely to play an important role in male-female neural differentiation, and in cognitive deficits and behavioral characteristics, particularly in the realm of social communication, that are associated with sex chromosome aneuploidies. (C) 2016 Wiley Periodicals, Inc.
",3
"This article uses an intersectionality lens to explore how experiences of race, gender, sexuality, class and their intersections are associated with depression and unmet need for mental healthcare in a population of 704 women and transgender/gender liminal people from Ontario, Canada. A survey collecting demographic information, information about mental health and use of mental healthcare services, and data for the Everyday Discrimination Scale and the PHQ-9 Questionnaire for Depression was completed by 704 people via Internet or pen-and-paper between June 2011 and June 2012. Bivariate and regression analyses were conducted to assess group differences in depression and discrimination experiences, and predictors of depression and unmet need for mental healthcare services. Analyses revealed that race, gender, class and sexuality all corresponded to significant differences in exposure to discrimination, experiences of depression and unmet needs for mental healthcare. Use of interaction terms to model intersecting identities and exclusion contributed to explained variance in both outcome variables. Everyday discrimination was the strongest predictor of both depression and unmet need for mental healthcare. The results suggest lower income and intersections of race with other marginalised identities are associated with more depression and unmet need for mental healthcare; however, discrimination is the factor that contributes the most to those vulnerabilities. Future research can build on intersectionality theory by foregrounding the role of structural inequities and discrimination in promoting poor mental health and barriers to healthcare.
",5
"Child wellbeing is identified as one of the three primary goals for child welfare outcomes, thus strong wellbeing assessment tools are crucial to the monitoring of child welfare success. Data from wellbeing measures can serve to identify child needs, inform case planning, monitor change over time, and evaluate intervention impact at the individual, local, state, and national levels. This paper examines the goals, strengths, and challenges of four wellbeing measures currently used with child welfare populations, namely: the Child and Adolescent Functional Assessment Scale (CAFAS), the Child and Adolescent Needs and Strengths Assessment Tool (CANS), the Child Behavior Checklist and related tools from the Achenbach System of Empirically Based Assessment (CBCL/ASEBA), and the Treatment Outcomes Package (TOP). For each measure, we describe the content, practical attributes, clinical applications, and evidence of reliability and validity. We explore implementation considerations and provide recommendations for system changes to ensure the optimal use of each instrument. Agencies are encouraged to carefully consider their needs, goals, capacities, and implementation infrastructure to inform selection of tools that will aid them in successfully supporting and monitoring child wellbeing over time. (C) 2016 Elsevier Ltd. All rights reserved.
",4
"The recommendation system is a useful tool that can be employed to identify potential relationships between items and users in electronic commerce systems. Consequently, it can remarkably improve the efficiency of a business. The topic of how to enhance the accuracy of a recommendation has attracted much attention by researchers over the past decade. As such, many methods to accomplish this task have been introduced. However, more complex calculations are normally necessary to achieve a higher accuracy, which is not suitable for a real-time system. Hence, in this paper, we propose a weight-based item recommendation approach to provide a balanced formula between the recommended accuracy and the computational complexity. The proposed methods employ a newly defined distance to describe the relationship between the users and the items, after which the recommendations and predictive algorithms are developed. A data analysis based on the MovieLens datasets indicates that the methods applied can obtain suitable prediction accuracy and maintain a relatively low computational complexity.
",6
"The research ""Behavior Change and Energy Use"" (US Department of Energy and Climate Change, 2011) [1] shows that with better information in the monthly electricity bill, the Energy Performance Certificate (EPC) can encourage people to reduce their energy usage. That is why smart meters - the emerging technology to help people to know their monthly energy consumption, are gradually replacing mechanical power meters. In this paper, we investigate a special energy monitoring process named Non-Intrusive Appliance Load Monitoring (NIALM), which is potentially the best method to give consumers pertinent information with respect to power consumption. However, real-time feedback feature in a low cost NIALM system is still a big challenge in such technology because of the complication in NIALM's algorithms. System on Chip (SoC) technology can solve this challenge. Besides including high-speed interconnection and multi-processors, integrating Field-Programmable Gate Array (FPGA) into SoCs may be the most important evolution, which provides developers a powerful tool to develop a low cost but high performance system. Therefore, in this paper we proposed a development of a real-time NIALM system based on the SoC with FPGA acceleration. (C) 2017 Elsevier Ltd. All rights reserved.
",0
"Background: Anterior encephalocele (AE) is a rare congenital anomaly of the central nervous system which is thought to be associated with genetic defects in folate metabolism. Methods: This case-control study investigated the interactions of methylenetetrahydrofolate dehydrogenase 1 (MTHFD1)-1958G>A (rs2236225) and the methylenetetrahydrofolate reductase (MTHFR) - 677C>T (rs1801133) and 1298A>C (rs1801131) polymorphisms with the risk of AE in the Northeast Indian population. A total of 40 AE cases and 80 controls were investigated using polymerase chain reaction-restriction fragment length polymorphism technique. Results: MTHFR 1298CC was significantly associated with AE risk (odds ratio [OR] 4.21; p = 0.01). The MTHFR haplotypes 677C-1298C/677T-1298A (OR, 2.50) and 677T-1298C (OR, 2.86) conferred risk in a progressive manner ((2) = 9.82; pA was not associated with disease susceptibility. Children with the rs2236225 GA and the rs1801131 CC genotypes were at an increased risk as compared to the reference genotype of rs2236225 GG and rs1801131 AA (OR, 14.4; p = 0.02). Children with the rs2236225 GG and rs1801133 CT genotypes were also at an elevated risk (OR, 4.76; p = 0.01). The MTHFD1 polymorphism together with the MTHFR haplotypes elevated risk in a progressive manner (chi(2) = 6.29; p = 0.01). Conclusion: The data support our hypothesis of gene-gene interaction between MTHFD1 and MTHFR and the risk of AE. Together with the MTHFR haplotypes, MTHFD1 elevates risk in a progressive manner. The minor allelic frequencies of the MTHFD1 1958G>A and MTHFR 1298A>C in our populations were similar to those reported from Southeast Asian population, suggesting a possible explanation for the prevalence of this malformation in these regions. (C) 2017 Wiley Periodicals, Inc.
",9
"Women with breast cancer frequently report distressing symptoms during and after treatment that can significantly erode quality of life (QOL). Symptom burden among women with breast cancer is of complex etiology and is likely influenced by disease, treatment, and environmental factors as well as individual genetic differences. The purpose of the present study was to examine the relationships between genetic polymorphisms within Neurotrophic tyrosine kinase receptor 1 (NTRK1), Neurotrophic tyrosine kinase receptor 2 (NTRK2), and catechol-O-methyltransferase (COMT) and patient symptom burden of QOL, pain, fatigue, anxiety, depression, and sleep disturbance before, during, and after treatment for breast cancer in a subset of participants (N = 51) in a randomized clinical trial of a novel symptom-management modality for women with breast cancer undergoing chemotherapy. Patients were recruited at the time of initial breast cancer diagnosis and completed all survey measures at the time of recruitment, after the initiation of treatment (surgery and/or chemotherapy), and then following treatment conclusion. Multiple linear regression analyses revealed significant associations between NTRK2 and COMT single nucleotide polymorphism (SNP) genotype and symptom burden. Two COMT variants were associated with the specific symptoms of anxiety and QOL measures prior to the initiation of chemotherapy as well as pain interference and severity during and after treatment. Genotype at the NTRK2 SNP rs1212171 was associated with both sleep disturbance and fatigue. These findings, while exploratory, indicate that the genotypes of NTRK2 and COMT may contribute to relative risk for symptom burden during and shortly after the period of chemotherapy in women with early stage breast cancer.
",5
"Cancer/testis (CT) antigens are promising targets for immunotherapy due to their restricted expression in the germ cells of the testis in healthy tissue and high immunogenicity. The aim of the present study was to determine whether transmembrane protein 31 (TMEM31) is a CT antigen and to investigate the pattern of TMEM31 expression during the progression of melanoma. The pattern of expression of human TMEM31 mRNA in multiple human tissues was determined through reverse transcription-polymerase chain reaction analysis. TMEM31 protein expression was analyzed in the human testis, in addition to 128 primary melanoma and 64 metastatic melanoma samples through immunohistochemistry analysis. TMEM31 was identified to be predominantly expressed in the testis and weakly expressed in the placenta. In addition, TMEM31 protein expression was detected in 120/190 (63.16%) melanoma samples (primary and metastatic). The intensity of TMEM31 staining in metastatic and primary melanomas was determined through semiquantitative integrated optical density (IOD) analysis, and identified to be significantly increased in metastatic melanoma compared with primary melanoma (0.24 +/- 0.03 vs. 0.09 +/- 0.01 IOD/area; P<0.001). The expression of TMEM31 protein was significantly increased in metastatic compared with primary melanoma samples (76.56 vs. 56.35%; P=0.017). The results of the present study suggest that TMEM31 is a novel CT antigen that serves an essential role in melanoma metastasis, in addition to being a potential immunotherapeutic target for the treatment of patients with melanoma.
",9
"Through the comprehensive analysis of the genomic DNA sequence of human chromosome 22, we identified a novel gene of 702 kb encoding a big protein of 2481 amino acid residues, and named it as TPRBK (TPR containing big gene cloned at Keio). A novel protein TPRBK possesses 25 units of the TPR motif, which has been known to associate with a diverse range of biological functions. Orthologous genes of human TPRBK were found widely in animal species, from insecta to mammal, but not found in plants, fungi and nematoda. Northern blotting and RT-PCR analyses revealed that TPRBK gene is expressed ubiquitously in the human and mouse fetal tissues and various cell lines of human, monkey and mouse. lmmunofluorescent staining of the synchronized monkey COS-7 cells with several relevant antibodies indicated that TPRBK changes its subcellular localization during the cell cycle: at interphase TPRBK locates on the centrosomes, during mitosis it translocates from spindle poles to mitotic spindles then to spindle midzone, and through a period of cytokinesis it stays on the midbody. Co-immunoprecipitation assay and immunofluorescent staining with adequate antibodies revealed that TPRBK binds to Aurora B. and those proteins together translocate throughout mitosis and cytokinesis. Treatments of cells with two drugs (Blebbistatin and Y-27632), that are known to inhibit the contractility of actin-myosin, disturbed the proper intracellular localization of TPRBK. Moreover, the knockdown of TPRBK expression by small interfering RNA (siRNA) suppressed the bundling of spindle midzone microtubules and disrupted the midbody formation, arresting the cells at G(2) + M phase. These observations indicated that a novel big protein TPRBK is essential for the formation and integrity of the midbody, hence we postulated that TPRBK plays a critical role in the progress of mitosis and cytokinesis during mammalian cell cycle. (C) 2012 Elsevier B.V. All rights reserved.
",10
"BACKGROUND: Polymorphisms in genes encoding tumor necrosis factor-alpha (TNF-alpha) and its receptor TNF-R1 have been shown to affect one person's susceptibility to develop certain neoplastic diseases. The aim of the present association study was to investigate whether single nucleotide polymorphisms (SNPs) in TNF-alpha (-308G>A) and TNF-R1 (36A>G) genes modulate the susceptibility for keratocystic odontogenic tumors (KCOTs) development in Serbian patients. METHODS: Genotyping was performed in 60 KCOT patients and 125 healthy individuals, using polymerase chain reaction/restriction fragment length polymorphism analysis. RESULTS: A significant difference in genotype and allele frequencies was found between patients and controls for both SNPs (P < 0.05). Carriers of the TNF-alpha A variant had an eightfold increase of KCOT risk (OR = 8.12, 95% CI = 3.98-16.56, P < 0.0001), while carriers of the TNF-R1 G variant had approximately a fourfold increase of KCOT risk (OR= 3.65, CI: 1.60-8.40, P = 0.001). CONCLUSIONS: Our findings suggest that the two polymorphisms are strong risk factors for KCOT development in Serbian population.
",9
"Because of the limitations of standard culture techniques, the development of new recombinant protein expression systems with biotechnological potential is a key challenge. Ideally, such systems should be able to effectively and accurately synthesize a protein of interest with intrinsic metabolic capacity. Here, we describe such a system that was designed based on a plasmid vector containing promoter elements derived from the metallothionein MTIla promoter, as well as processing and purification elements. This promoter can be induced by heavy metals in a culture medium to induce the synthesis of human prostate-specific antigen (hPSA), which has been modified to insert elements for purification, proteolysis, and secretion. We optimized hPSA production in this system by comparing the effects and contributions of ZnCl2, CdCl2, and CuSO4 in HEK293FT, HeLa, BHK-21, and CHO-K1 cells. We also compared the effectiveness of three different transfection agents: multi-walled carbon nanotubes, Lipofectamine 2000, and X-tremeGENE HP Reagent. hPSA production was confirmed via the detection of enhanced green fluorescent protein fluorescence, and cell viability was determined. The expression of hPSA was compared with that of the native protein produced by LNCaP cells, using enzyme-linked immunosorbent assay and sodium dodecyl sulfate polyacrylamide gel electrophoresis. X-tremeGENE reagent, the BHK-21 cell line, and CuSO4 showed the highest hPSA production rates. Furthermore, BHK-21 cells were more resistant to the oxidative stress caused by 100 mu M CuSO4. These results suggest that the proposed optimized inducible expression system can effectively produce recombinant proteins with desired characteristics for a wide range of applications in molecular biology.
",7
"A switchable operational amplifier (opamp) is examined in this brief. It is based on a current-mirror opamp with switchable transconductance values. Contrary to switched opamp (SO) and partial SO, it can be used to realize both half-delay and full-delay switched-capacitor integrators. The added circuit design complexity is shown to be minimal. Optimal switching is developed in this brief. It is also shown in this brief that the absolute average power consumption can be less as compared with an SO design. The experimental results of a delta-sigma modulator prototype (designed in 1-V 65-nm CMOS), employing the designated switchable-opamp technique, show power reduction without any degradation in SNDR (58.5 dB) or SFDR (67 dB).
",2
"Neuroimaging techniques have greatly enhanced the understanding of neurodiversity (human brain variation across individuals) in both health and disease. The ultimate goal of using brain imaging biomarkers is to perform individualized predictions. Here we proposed a generalized framework that can predict explicit values of the targeted measures by taking advantage of joint information from multiple modalities. This framework also enables whole brain voxel-wise searching by combining multivariate techniques such as ReliefF, clustering, correlation-based feature selection and multiple regression models, which is more flexible and can achieve better prediction performance than alternative atlas-based methods. For 50 healthy controls and 47 schizophrenia patients, three kinds of features derived from resting-state fMRI (fALFF), sMRI (gray matter) and DTI (fractional anisotropy) were extracted and fed into a regression model, achieving high prediction for both cognitive scores (MCCB composite r = 0.7033, MCCB social cognition r = 0.7084) and symptomatic scores (positive and negative syndrome scale [PANSS] positive r = 0.7785, PANSS negative r = 0.7804). Moreover, the brain areas likely responsible for cognitive deficits of schizophrenia, including middle temporal gyrus, dorsolateral prefrontal cortex, striatum, cuneus and cerebellum, were located with different weights, as well as regions predicting PANSS symptoms, including thalamus, striatum and inferior parietal lobule, pinpointing the potential neuromarkers. Finally, compared to a single modality, multimodal combination achieves higher prediction accuracy and enables individualized prediction on multiple clinical measures. There is more work to be done, but the current results highlight the potential utility of multimodal brain imaging biomarkers to eventually inform clinical decision-making. (C) 2016 Elsevier Inc. All rights reserved.
",3
"[Objective] To investigate the effect of cordyceps sinensis (CS) on expression of uncoupling protein-2 (UCP2) and so to elucidate the role of UCP2 in development of nonalcoholic fatty liver diseases (NAFLD). [Methods] Rats were administrated with high-fat diet to produce NAFLD animal model and intervened by cordyceps sinensis. Triglyceride (TG), total cholesterol (TC) in liver were measured by biochemistry, adenosine triphosphate (ATP) by luciferin-luciferinase, and UCP2 expression by Northern blotting and immunohistochemistry. Liver histopathology was evaluated. [Results] High-fat diet fed rats developed obesity and showed a gradual increase in body weight, liver index, and a decrease in ATP level. More advanced liver disease was found histopathologically for longer high-fat diet. Up-regulation of liver UCP2 by high-fat diet stopped after week 12. However codyceps sinensis induced UCP2 up-regulation continuously, and kept liver ATP a relatively high level. [Conclusion] NAFLD rat models were produced successfully. Liver UCP2 up-regulation in NAFLD rats may be a definite beneficial adaptation to lipid exposure. Cordyceps sinensis may serve a protective role to prevent NAFLD from progression. One of the possible mechanisms involves in modulating UCP2 expression and thereby, regulating fat metabolism, energy homeostasis.
",10
"The complement system is a major pillar of the humoral innate immune system. As a first line of defense against pathogens, it mediates early inflammatory response and links different branches of humoral and cellular immunity. Disorders affecting the exocrine pancreas, such as acute pancreatitis, potentially lead to a life-threatening systemic inflammatory response with aberrant activation of complement and coagulation cascades. Pancreatic proteases can activate key effectors of the complement system, which in turn drive local and systemic inflammation. Beyond that, the extent of pancreas-complement interaction covers complex pro-and anti-inflammatory mechanisms, which to this day remain to be fully elucidated. This review provides a comprehensive overview of the pathophysiological role of complement in diseases of the exocrine pancreas, based on existing experimental and clinical data. Participation of complement in acute and chronic pancreatitis is addressed, as well as its role in tumor immunology. Therapeutic strategies targeting complement in these diseases have long been proposed but have not yet arrived in the clinical setting.
",8
"Purpose of reviewThis review gives an overview of the systems-immunology single-cell proteomic and transcriptomic approaches that can be applied to study primary immunodeficiency. It also introduces recent advances in multiparameter tissue imaging, which allows extensive immune phenotyping in disease-affected tissue.Recent findingsMass cytometry is a variation of flow cytometry that uses rare earth metal isotopes instead of fluorophores as tags bound to antibodies, allowing simultaneous measurement of over 40 parameters per single-cell. Mass cytomety enables comprehensive single-cell immunophenotyping and functional assessments, capturing the complexity of the immune system, and the molecularly heterogeneous consequences of primary immunodeficiency defects. Protein epitopes and transcripts can be simultaneously detected allowing immunophenotype and gene expression evaluation in mixed cell populations. Multiplexed epitope imaging has the potential to provide extensive phenotypic characterization at the subcellular level, in the context of 3D tissue microenvironment.SummaryMass cytometry and multiplexed epitope imaging can complement genetic methods in diagnosis and study of the pathogenesis of primary immunodeficiencies. The ability to understand the effect of a specific defect across multiple immune cell types and pathways, and in affected tissues, may provide new insight into tissue-specific disease pathogenesis and evaluate effects of therapeutic interventions.
",8
"Background: Suicide rates are higher in veterans compared to the general population, perhaps due to trauma exposure. Previous literature highlights depressive symptoms and anger as contributors to suicide risk. PTSD symptoms may indirectly affect suicide risk by increasing the severity of such cognitive-emotional factors. Method: A sample of community dwelling veterans (N=545) completed online surveys, including the PTSD Checklist-Military Version, Suicidal Behaviors Questionnaire-Revised, Multidimensional Health ProfilePsychosocial Functioning, and Differential Emotions Scale -Iv. Bivariate and serial mediation analyses were conducted to test for direct and indirect effects of PTSD symptoms on suicide risk. Results: In bivariate analyses, PTSD symptoms, depression, anger, and internal hostility were positively related to suicide risk. In serial mediation analyses, there was a significant total effect of PTSD symptoms on suicide risk in both models. PTSD symptoms were also indirectly related to suicidal behavior via depression and internal hostility, and via internal hostility alone. Anger was not a significant mediator. Limitation: Our cross-sectional sample was predominantly White and male; prospective studies with diverse veterans are needed. Discussion: Our findings may have implications for veteran suicide prevention. The effects of PTSD and depression on anger, particularly internal hostility, are related to suicide risk, suggesting a potential mechanism of action for the PTSD-suicide linkage. A multi-faceted therapeutic approach, targeting depression and internal hostility, via cognitive-behavioral techniques such as behavioral activation and cognitive restructuring, may reduce suicide risk in veterans who have experienced trauma.
",5
"Microtremor survey is a kind of passive-source methods which uses ambient ground tremors for geological investigation. Compared with traditional geophysical methods, it is more flexible, cost-efficient, and environmentally friendly. Most currently used geophones are expensive and bulky, and therefore inconvenient to large-scale deployment. In this study, a no-cable low-cost geophone was optimized to suit for large-scale microtremor survey. The method of optimization is based on the following four points: First, it selects a sensor through the analysis of the self-noise of to meet the needs of microtremor survey. Second, it chooses the right operational amplifier and AD conversion module. Third, it integrates design of the entire system without using external module. And fourth, it makes a low-cost design of the geophone system, including selection of low-cost hardware components and reducing the amount of software code. Finally, the optimized geophone was used in three areas with different geological conditions in order to verify the rationality of the improvement and the possibilities for large-scale microtremor survey. The purpose of optimization has been achieved in this research. The no-cable geophone wrights only 600 g, and the maximum average power cost does not exceed 0. 1 mW. The entire system costs less than 2000 RMB. The most important thing is the optimized geophone can record the microtremor signal from O. 5 to 20 Hz effectively. Experiments show that in different geological conditions the geophone can be setup quickly and work smoothly and reliably. The results of microtremor survey experiments are consistent with the existing geological data. Because the new geophone is much cheaper than the existing microtremor survey equipment, it is possible to use it in low-cost large-scale survey. The optimized geophone has a very small volume and light weight, and can be rapidly emplacedinto a variety of detector arrays. After the emplacement of large number of geophones, it can easily and quickly conduct survey to two-dimensional or three-dimensional velocity structure of the area. Such microtremor survey with environment-friendly and low-cost advantages has broad application prospects.
",2
"Adult victims of child physical abuse (CPA) are more likely to perpetrate intimate partner violence (IPV) than are nonvictims. However, not all CPA victims go on to become violent toward their partners, suggesting that other factors moderate risk for IPV perpetration. Drawing on the background-situational model (Riggs & O'Leary, 1989, 1996), this study examines the independent and interactive effects of CPA history and negative affect arising during conflict with an intimate partner in predicting physical IPV perpetration. Fifty-three heterosexual dating couples completed questionnaires assessing CPA history and perpetration of physical IPV. Couples discussed the largest source of conflict in their relationship for 10 min. Videos of these discussions were coded for negative affect. Using an actor partner interdependence model approach to account for the dyadic interdependence of the data, findings revealed that at average levels of negative affect, CPA severity predicted greater IPV perpetration for both men and women. However, at average levels of CPA, negative affect during conflict was positively predictive of IPV perpetration for men only. Findings further revealed an interaction such that for men, the positive association between CPA severity and IPV perpetration became stronger as their negative affect during conflict increased.
",4
